BRAND,SUBCATEGORY,CATEGORY,SECTION,AVG_QTY_STRUK_MONTH_BEFORE,AVG_QTY_STRUK_MONTH_AFTER,AVG_QTY_STRUK_MONTH_GROWTH,AVG_STRUK_MONTH_BEFORE,AVG_STRUK_MONTH_AFTER,AVG_STRUK_MONTH_GROWTH,SPT_BEFORE,SPT_AFTER,SPT_GROWTH,BUYER_COUNT_BEFORE,BUYER_COUNT_AFTER,BUYER_COUNT_GROWTH
ULTRA,1154B - RTD TEA TETRAPACK 250-500ML,1154 - RTD TEA,CHILLER,1.66,1.58,-0.0482,30.5,26.0,-0.1475,6893.0,6738.0,-0.0225,52.0,67.0,0.2885
YEO'S,1154B - RTD TEA TETRAPACK 250-500ML,1154 - RTD TEA,CHILLER,6.33,2.0,-0.684,7.5,1.67,-0.7773,34833.0,11000.0,-0.6842,12.0,4.0,-0.6667
BONTEH,1154D - RTD TEA PET 250-420ML,1154 - RTD TEA,CHILLER,2.87,2.38,-0.1707,26.5,30.33,0.1445,9177.0,7631.0,-0.1685,47.0,72.0,0.5319
FRESTEA,1154D - RTD TEA PET 250-420ML,1154 - RTD TEA,CHILLER,3.51,2.12,-0.396,38.5,23.0,-0.4026,16487.0,8620.0,-0.4772,69.0,63.0,-0.087
FRUIT TEA,1154D - RTD TEA PET 250-420ML,1154 - RTD TEA,CHILLER,1.11,1.43,0.2883,588.0,112.0,-0.8095,4589.0,6071.0,0.3229,978.0,282.0,-0.7117
ICHI,1154D - RTD TEA PET 250-420ML,1154 - RTD TEA,CHILLER,1.93,1.88,-0.0259,58.0,82.33,0.4195,6329.0,6163.0,-0.0262,99.0,178.0,0.798
ICHITAN,1154D - RTD TEA PET 250-420ML,1154 - RTD TEA,CHILLER,1.31,1.38,0.0534,24.0,33.33,0.3887,6460.0,9340.0,0.4458,45.0,94.0,1.0889
JAVANA,1154D - RTD TEA PET 250-420ML,1154 - RTD TEA,CHILLER,4.23,4.34,0.026,117.5,120.33,0.0241,13552.0,13925.0,0.0275,178.0,250.0,0.4045
NU,1154D - RTD TEA PET 250-420ML,1154 - RTD TEA,CHILLER,1.26,1.34,0.0635,43.0,33.0,-0.2326,6088.0,6484.0,0.065,59.0,86.0,0.4576
POKKA,1154D - RTD TEA PET 250-420ML,1154 - RTD TEA,CHILLER,1.0,1.0,0.0,0.5,0.33,-0.34,8900.0,8500.0,-0.0449,1.0,1.0,0.0
PROMO MARKETING,1154D - RTD TEA PET 250-420ML,1154 - RTD TEA,CHILLER,1.04,1.3,0.25,122.0,314.67,1.5793,4684.0,5854.0,0.2498,207.0,752.0,2.6329
PUCUK HARUM,1154D - RTD TEA PET 250-420ML,1154 - RTD TEA,CHILLER,2.5,3.47,0.388,347.0,392.67,0.1316,9578.0,13366.0,0.3955,526.0,837.0,0.5913
S-TEE,1154D - RTD TEA PET 250-420ML,1154 - RTD TEA,CHILLER,1.19,3.71,2.1176,513.0,16.0,-0.9688,4010.0,12580.0,2.1372,793.0,37.0,-0.9533
SOSRO,1154D - RTD TEA PET 250-420ML,1154 - RTD TEA,CHILLER,1.17,1.59,0.359,787.0,96.67,-0.8772,4602.0,6417.0,0.3944,1112.0,238.0,-0.786
TEH GELAS,1154D - RTD TEA PET 250-420ML,1154 - RTD TEA,CHILLER,5.39,3.22,-0.4026,71.0,41.67,-0.4131,17801.0,10613.0,-0.4038,111.0,104.0,-0.0631
CHI FOREST,1154E - RTD TEA PET 450-500ML,1154 - RTD TEA,CHILLER,1.11,1.2,0.0811,4.5,40.33,7.9622,9444.0,10126.0,0.0722,8.0,95.0,10.875
FRESTEA,1154E - RTD TEA PET 450-500ML,1154 - RTD TEA,CHILLER,2.66,2.89,0.0865,40.0,85.67,1.1418,17454.0,18432.0,0.056,70.0,199.0,1.8429
FRUIT TEA,1154E - RTD TEA PET 450-500ML,1154 - RTD TEA,CHILLER,1.22,1.36,0.1148,116.0,117.67,0.0144,9163.0,10012.0,0.0927,213.0,281.0,0.3192
NU,1154E - RTD TEA PET 450-500ML,1154 - RTD TEA,CHILLER,1.54,1.7,0.1039,195.5,170.33,-0.1287,10677.0,11823.0,0.1073,340.0,410.0,0.2059
POKKA,1154E - RTD TEA PET 450-500ML,1154 - RTD TEA,CHILLER,,1.0,,,1.0,,,5500.0,,,2.0,
PROMO MARKETING,1154E - RTD TEA PET 450-500ML,1154 - RTD TEA,CHILLER,1.04,1.48,0.4231,73.0,452.67,5.201,6663.0,9463.0,0.4202,132.0,925.0,6.0076
PUCUK HARUM,1154E - RTD TEA PET 450-500ML,1154 - RTD TEA,CHILLER,1.15,1.18,0.0261,64.0,76.33,0.1927,8067.0,8451.0,0.0476,111.0,175.0,0.5766
SOSRO,1154E - RTD TEA PET 450-500ML,1154 - RTD TEA,CHILLER,2.65,3.63,0.3698,69.5,53.0,-0.2374,18501.0,25854.0,0.3974,120.0,135.0,0.125
TEBS,1154E - RTD TEA PET 450-500ML,1154 - RTD TEA,CHILLER,1.49,1.44,-0.0336,34.0,37.0,0.0882,12597.0,12109.0,-0.0387,58.0,85.0,0.4655
POKKA,1154G - RTD TEA CAN,1154 - RTD TEA,CHILLER,,1.0,,,0.67,,,8500.0,,,2.0,
TEBS,1154G - RTD TEA CAN,1154 - RTD TEA,CHILLER,1.12,1.28,0.1429,8.5,8.33,-0.02,6871.0,7944.0,0.1562,15.0,22.0,0.4667
WONG LO KAT,1154G - RTD TEA CAN,1154 - RTD TEA,CHILLER,1.4,1.73,0.2357,7.5,8.67,0.156,20827.0,25431.0,0.2211,10.0,24.0,1.4
ULTRA,1154I - RTD TEA CARTON,1154 - RTD TEA,CHILLER,2.25,1.27,-0.4356,52.5,3.67,-0.9301,208495.0,105545.0,-0.4938,58.0,9.0,-0.8448
FRESTEA,1154J - RTD TEA PET >=1000ML,1154 - RTD TEA,CHILLER,1.3,1.15,-0.1154,83.5,26.0,-0.6886,22113.0,19750.0,-0.1069,133.0,63.0,-0.5263
PROMO MARKETING,1154J - RTD TEA PET >=1000ML,1154 - RTD TEA,CHILLER,1.0,1.04,0.04,6.5,24.67,2.7954,17000.0,17689.0,0.0405,11.0,66.0,5.0
PUCUK HARUM,1154J - RTD TEA PET >=1000ML,1154 - RTD TEA,CHILLER,1.14,1.2,0.0526,51.5,71.0,0.3786,15311.0,15964.0,0.0426,89.0,170.0,0.9101
ICHITAN,1154K - RTD MILK TEA PET,1154 - RTD TEA,CHILLER,1.38,1.39,0.0072,170.5,156.67,-0.0811,12646.0,12927.0,0.0222,305.0,397.0,0.3016
NU,1154K - RTD MILK TEA PET,1154 - RTD TEA,CHILLER,2.0,1.17,-0.415,132.0,66.67,-0.4949,16440.0,9809.0,-0.4033,230.0,168.0,-0.2696
ITO EN,1154L - RTD TEA LESS SUGAR,1154 - RTD TEA,CHILLER,,1.0,,,0.33,,,9500.0,,,1.0,
PUCUK HARUM,1154L - RTD TEA LESS SUGAR,1154 - RTD TEA,CHILLER,2.11,2.06,-0.0237,132.5,162.0,0.2226,9469.0,9136.0,-0.0352,190.0,360.0,0.8947
SOSRO,1154L - RTD TEA LESS SUGAR,1154 - RTD TEA,CHILLER,2.66,1.86,-0.3008,91.0,77.33,-0.1502,9816.0,7919.0,-0.1933,155.0,172.0,0.1097
ULTRA,1154L - RTD TEA LESS SUGAR,1154 - RTD TEA,CHILLER,1.98,2.31,0.1667,40.5,36.0,-0.1111,8688.0,9964.0,0.1469,62.0,89.0,0.4355
LOKALATE,1156A - RTD COFFEE TETRAPACK,1156 - RTD COFFEE,CHILLER,1.09,1.11,0.0183,5.5,11.67,1.1218,8182.0,8357.0,0.0214,10.0,27.0,1.7
NESCAFE,1156A - RTD COFFEE TETRAPACK,1156 - RTD COFFEE,CHILLER,1.21,1.12,-0.0744,36.0,25.0,-0.3056,6926.0,6573.0,-0.051,60.0,58.0,-0.0333
OATSIDE,1156A - RTD COFFEE TETRAPACK,1156 - RTD COFFEE,CHILLER,1.4,1.27,-0.0929,160.0,104.0,-0.35,11146.0,10208.0,-0.0842,245.0,228.0,-0.0694
ABC,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.57,1.59,0.0127,254.5,227.33,-0.1068,7163.0,7164.0,0.0001,370.0,474.0,0.2811
CAFFINO,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.6,1.39,-0.1313,69.0,66.0,-0.0435,12689.0,11025.0,-0.1311,121.0,142.0,0.1736
F&N,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.15,1.19,0.0348,13.5,28.33,1.0985,9344.0,9621.0,0.0296,24.0,74.0,2.0833
GOLDA,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.45,2.13,0.469,349.5,380.0,0.0873,6268.0,8880.0,0.4167,462.0,732.0,0.5844
GOOD DAY,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.35,1.28,-0.0519,271.0,214.67,-0.2079,10441.0,9868.0,-0.0549,431.0,503.0,0.1671
HY,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.21,1.68,0.3884,26.5,16.67,-0.3709,11536.0,16058.0,0.392,49.0,42.0,-0.1429
HYDRO COCO,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,,1.1,,,13.67,,,18110.0,,,40.0,
ICHITAN,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.27,1.25,-0.0157,40.0,38.33,-0.0418,12020.0,11660.0,-0.03,73.0,103.0,0.411
KAPAL API,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.27,1.32,0.0394,98.0,81.67,-0.1666,7801.0,8089.0,0.0369,144.0,164.0,0.1389
KOPI KENANGAN,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.2,1.28,0.0667,203.0,270.67,0.3333,10066.0,10101.0,0.0035,357.0,680.0,0.9048
KOPIKO,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.2,1.12,-0.0667,74.0,63.0,-0.1486,10094.0,9589.0,-0.05,83.0,94.0,0.1325
LUWAK,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.36,1.56,0.1471,71.5,46.67,-0.3473,9804.0,11222.0,0.1446,130.0,124.0,-0.0462
NESCAFE,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,2.16,1.67,-0.2269,490.0,507.33,0.0354,16897.0,13462.0,-0.2033,766.0,1207.0,0.5757
POLARIS,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.64,1.43,-0.128,23.5,33.67,0.4328,11343.0,10695.0,-0.0571,36.0,65.0,0.8056
STARBUCKS,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.31,1.37,0.0458,37.5,31.33,-0.1645,20125.0,20884.0,0.0377,70.0,87.0,0.2429
TORA CAFE,"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.35,1.09,-0.1926,30.0,11.33,-0.6223,7902.0,6585.0,-0.1667,54.0,31.0,-0.4259
MUSTIKA RATU,1231C - TRADITIONAL DRINK TETRAPACK,1231 - TRADITIONAL DRINK,CHILLER,1.14,1.17,0.0263,3.5,2.0,-0.4286,10500.0,11517.0,0.0969,7.0,6.0,-0.1429
L-MEN,2022A - SPECIALTY LIQUID MILK,2022 - SPECIALTY LIQUID MILK,CHILLER,1.48,1.41,-0.0473,13.5,33.67,1.4941,23115.0,22248.0,-0.0375,25.0,82.0,2.28
MILO,2022A - SPECIALTY LIQUID MILK,2022 - SPECIALTY LIQUID MILK,CHILLER,1.0,1.36,0.36,0.5,46.67,92.34,16200.0,19773.0,0.2206,1.0,125.0,124.0
NUTRIVE,2022A - SPECIALTY LIQUID MILK,2022 - SPECIALTY LIQUID MILK,CHILLER,2.7,2.77,0.0259,85.5,97.33,0.1384,24897.0,25407.0,0.0205,127.0,210.0,0.6535
PRENAGEN,2022A - SPECIALTY LIQUID MILK,2022 - SPECIALTY LIQUID MILK,CHILLER,6.0,2.0,-0.6667,0.5,3.67,6.34,59400.0,20018.0,-0.663,1.0,11.0,10.0
BEBELAC,2023A - TETRAPAK LIQUID MILK 100-130ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.19,1.65,0.3866,51.0,118.0,1.3137,7355.0,9703.0,0.3192,86.0,263.0,2.0581
CIMORY,2023A - TETRAPAK LIQUID MILK 100-130ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.69,1.74,0.0296,65.5,76.33,0.1653,6224.0,6076.0,-0.0238,112.0,182.0,0.625
DANCOW,2023A - TETRAPAK LIQUID MILK 100-130ML,2023 - TETRAPACK LIQUID MILK,CHILLER,2.54,2.83,0.1142,101.5,70.67,-0.3037,8908.0,9965.0,0.1187,147.0,160.0,0.0884
DIAMOND,2023A - TETRAPAK LIQUID MILK 100-130ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.46,1.59,0.089,49.0,30.33,-0.381,5720.0,6352.0,0.1105,84.0,76.0,-0.0952
FRISIAN FLAG,2023A - TETRAPAK LIQUID MILK 100-130ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.48,1.62,0.0946,58.5,32.0,-0.453,5553.0,6042.0,0.0881,111.0,92.0,-0.1712
GREENFIELDS,2023A - TETRAPAK LIQUID MILK 100-130ML,2023 - TETRAPACK LIQUID MILK,CHILLER,3.02,3.44,0.1391,454.5,475.33,0.0458,10793.0,12201.0,0.1305,647.0,878.0,0.357
INDOMILK,2023A - TETRAPAK LIQUID MILK 100-130ML,2023 - TETRAPACK LIQUID MILK,CHILLER,2.19,2.63,0.2009,318.5,348.0,0.0926,9808.0,16109.0,0.6424,485.0,776.0,0.6
LACTOGROW,2023A - TETRAPAK LIQUID MILK 100-130ML,2023 - TETRAPACK LIQUID MILK,CHILLER,2.48,2.52,0.0161,27.0,63.67,1.3581,15881.0,16296.0,0.0261,40.0,140.0,2.5
PEDIASURE,2023A - TETRAPAK LIQUID MILK 100-130ML,2023 - TETRAPACK LIQUID MILK,CHILLER,2.59,2.38,-0.0811,58.0,39.0,-0.3276,33947.0,33011.0,-0.0276,64.0,76.0,0.1875
REAL GOOD,2023A - TETRAPAK LIQUID MILK 100-130ML,2023 - TETRAPACK LIQUID MILK,CHILLER,5.32,6.07,0.141,133.5,211.0,0.5805,17601.0,20270.0,0.1516,227.0,515.0,1.2687
SARI CHOCO,2023A - TETRAPAK LIQUID MILK 100-130ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.12,1.03,-0.0804,13.0,10.33,-0.2054,4592.0,4145.0,-0.0973,22.0,30.0,0.3636
ULTRA,2023A - TETRAPAK LIQUID MILK 100-130ML,2023 - TETRAPACK LIQUID MILK,CHILLER,2.6,2.7,0.0385,684.0,655.67,-0.0414,10843.0,11008.0,0.0152,950.0,1230.0,0.2947
VIDORAN,2023A - TETRAPAK LIQUID MILK 100-130ML,2023 - TETRAPACK LIQUID MILK,CHILLER,2.33,2.98,0.279,116.5,109.33,-0.0615,8102.0,10413.0,0.2852,164.0,219.0,0.3354
BEBELAC,2023B - TETRAPAK LIQUID MILK 160-200ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.0,1.58,0.58,38.0,65.0,0.7105,9700.0,15054.0,0.552,65.0,141.0,1.1692
BINGGRAE,2023B - TETRAPAK LIQUID MILK 160-200ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.14,1.42,0.2456,3.5,6.33,0.8086,22829.0,28416.0,0.2447,7.0,18.0,1.5714
DANCOW,2023B - TETRAPAK LIQUID MILK 160-200ML,2023 - TETRAPACK LIQUID MILK,CHILLER,2.84,1.64,-0.4225,38.5,34.67,-0.0995,19340.0,11122.0,-0.4249,51.0,67.0,0.3137
DIAMOND,2023B - TETRAPAK LIQUID MILK 160-200ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.73,1.4,-0.1908,24.5,26.0,0.0612,10253.0,8263.0,-0.1941,45.0,73.0,0.6222
GREENFIELDS,2023B - TETRAPAK LIQUID MILK 160-200ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.93,1.71,-0.114,74.5,5.67,-0.9239,13605.0,11088.0,-0.185,124.0,11.0,-0.9113
HILO,2023B - TETRAPAK LIQUID MILK 160-200ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.91,2.14,0.1204,59.5,54.33,-0.0869,22112.0,24430.0,0.1048,97.0,131.0,0.3505
INDOMILK,2023B - TETRAPAK LIQUID MILK 160-200ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.52,1.56,0.0263,147.0,129.33,-0.1202,8118.0,8254.0,0.0168,239.0,304.0,0.272
MILK LIFE,2023B - TETRAPAK LIQUID MILK 160-200ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.18,1.83,0.5508,106.5,39.67,-0.6275,7916.0,12337.0,0.5585,191.0,105.0,-0.4503
MILO,2023B - TETRAPAK LIQUID MILK 160-200ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.49,1.26,-0.1544,155.0,109.67,-0.2925,9558.0,8139.0,-0.1485,273.0,288.0,0.0549
SARI CHOCO,2023B - TETRAPAK LIQUID MILK 160-200ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.01,1.0,-0.0099,33.5,7.33,-0.7812,6421.0,6427.0,0.0009,65.0,21.0,-0.6769
ULTRA,2023B - TETRAPAK LIQUID MILK 160-200ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.68,1.81,0.0774,748.5,850.67,0.1365,10572.0,11269.0,0.0659,1196.0,1887.0,0.5778
VIDORAN,2023B - TETRAPAK LIQUID MILK 160-200ML,2023 - TETRAPACK LIQUID MILK,CHILLER,2.68,2.98,0.1119,20.0,54.33,1.7165,13332.0,14857.0,0.1144,35.0,145.0,3.1429
CIMORY,2023C - TETRAPAK LIQUID MILK 220-250ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.74,1.7,-0.023,821.5,937.67,0.1414,13206.0,12624.0,-0.0441,1308.0,2048.0,0.5657
FRISIAN FLAG,2023C - TETRAPAK LIQUID MILK 220-250ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.82,1.68,-0.0769,1216.0,918.33,-0.2448,12874.0,12062.0,-0.0631,1800.0,2035.0,0.1306
GREENFIELDS,2023C - TETRAPAK LIQUID MILK 220-250ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.61,1.73,0.0745,220.0,161.33,-0.2667,12829.0,13811.0,0.0765,352.0,386.0,0.0966
ULTRA,2023C - TETRAPAK LIQUID MILK 220-250ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.59,1.48,-0.0692,681.5,725.0,0.0638,12634.0,11511.0,-0.0889,1077.0,1652.0,0.5339
CHIL-GO,2023F - TETRAPAK LIQUID MILK CARTON,2023 - TETRAPACK LIQUID MILK,CHILLER,1.14,1.33,0.1667,3.5,3.0,-0.1429,211714.0,260000.0,0.2281,5.0,7.0,0.4
DANCOW,2023F - TETRAPAK LIQUID MILK CARTON,2023 - TETRAPACK LIQUID MILK,CHILLER,1.33,1.0,-0.2481,1.5,3.33,1.22,201333.0,125000.0,-0.3791,3.0,10.0,2.3333
DIAMOND,2023F - TETRAPAK LIQUID MILK CARTON,2023 - TETRAPACK LIQUID MILK,CHILLER,,1.0,,,1.67,,,126600.0,,,5.0,
FRISIAN FLAG,2023F - TETRAPAK LIQUID MILK CARTON,2023 - TETRAPACK LIQUID MILK,CHILLER,1.26,1.05,-0.1667,11.5,7.33,-0.3626,131752.0,108523.0,-0.1763,20.0,17.0,-0.15
GREENFIELDS,2023F - TETRAPAK LIQUID MILK CARTON,2023 - TETRAPACK LIQUID MILK,CHILLER,1.62,1.97,0.216,216.5,199.67,-0.0777,195448.0,232827.0,0.1912,225.0,297.0,0.32
LACTOGROW,2023F - TETRAPAK LIQUID MILK CARTON,2023 - TETRAPACK LIQUID MILK,CHILLER,1.0,1.0,0.0,1.0,0.33,-0.67,211400.0,212100.0,0.0033,2.0,1.0,-0.5
MILK LIFE,2023F - TETRAPAK LIQUID MILK CARTON,2023 - TETRAPACK LIQUID MILK,CHILLER,1.08,1.0,-0.0741,6.5,2.0,-0.6923,114731.0,108667.0,-0.0529,12.0,6.0,-0.5
MILO,2023F - TETRAPAK LIQUID MILK CARTON,2023 - TETRAPACK LIQUID MILK,CHILLER,1.0,1.25,0.25,3.5,5.33,0.5229,112714.0,140750.0,0.2487,7.0,13.0,0.8571
ULTRA,2023F - TETRAPAK LIQUID MILK CARTON,2023 - TETRAPACK LIQUID MILK,CHILLER,1.15,1.12,-0.0261,87.5,79.0,-0.0971,152703.0,147191.0,-0.0361,125.0,165.0,0.32
VIDORAN,2023F - TETRAPAK LIQUID MILK CARTON,2023 - TETRAPACK LIQUID MILK,CHILLER,1.0,1.1,0.1,1.5,9.67,5.4467,114333.0,129483.0,0.1325,3.0,21.0,6.0
BEAR BRAND,2024A - CAN LIQUID MILK,2024 - BOTTLE - CAN LIQUID MILK,CHILLER,2.92,3.35,0.1473,1023.5,881.0,-0.1392,39248.0,40057.0,0.0206,1546.0,1844.0,0.1928
COLLAGENA,2024A - CAN LIQUID MILK,2024 - BOTTLE - CAN LIQUID MILK,CHILLER,2.01,1.86,-0.0746,183.0,143.67,-0.2149,25145.0,23321.0,-0.0725,261.0,329.0,0.2605
ENTRASOL,2024A - CAN LIQUID MILK,2024 - BOTTLE - CAN LIQUID MILK,CHILLER,2.27,3.25,0.4317,25.5,58.33,1.2875,22745.0,32514.0,0.4295,48.0,139.0,1.8958
GOODNES,2024A - CAN LIQUID MILK,2024 - BOTTLE - CAN LIQUID MILK,CHILLER,1.59,1.64,0.0314,76.0,69.0,-0.0921,15703.0,16257.0,0.0353,136.0,172.0,0.2647
INDOMILK,2024A - CAN LIQUID MILK,2024 - BOTTLE - CAN LIQUID MILK,CHILLER,2.29,2.09,-0.0873,61.0,30.67,-0.4972,21297.0,19453.0,-0.0866,94.0,79.0,-0.1596
KIT KAT,2024A - CAN LIQUID MILK,2024 - BOTTLE - CAN LIQUID MILK,CHILLER,,1.52,,,176.67,,,18174.0,,,478.0,
MILO,2024A - CAN LIQUID MILK,2024 - BOTTLE - CAN LIQUID MILK,CHILLER,1.36,1.46,0.0735,142.5,203.33,0.4269,15120.0,16323.0,0.0796,224.0,446.0,0.9911
SO GOOD,2024A - CAN LIQUID MILK,2024 - BOTTLE - CAN LIQUID MILK,CHILLER,2.28,2.21,-0.0307,52.5,73.33,0.3968,20264.0,19591.0,-0.0332,85.0,179.0,1.1059
TUJUH KURMA,2024A - CAN LIQUID MILK,2024 - BOTTLE - CAN LIQUID MILK,CHILLER,1.59,1.38,-0.1321,91.0,77.33,-0.1502,17282.0,15102.0,-0.1261,159.0,211.0,0.327
ALFAMART,2024C - BOTTLE LIQUID MILK 160-310ML,2024 - BOTTLE - CAN LIQUID MILK,CHILLER,1.32,1.22,-0.0758,64.5,52.33,-0.1887,12735.0,11813.0,-0.0724,118.0,139.0,0.178
ICHITAN,2024C - BOTTLE LIQUID MILK 160-310ML,2024 - BOTTLE - CAN LIQUID MILK,CHILLER,1.44,1.42,-0.0139,90.0,102.0,0.1333,14079.0,13510.0,-0.0404,158.0,271.0,0.7152
INDOMILK,2024C - BOTTLE LIQUID MILK 160-310ML,2024 - BOTTLE - CAN LIQUID MILK,CHILLER,1.41,1.61,0.1418,87.5,85.67,-0.0209,6340.0,7240.0,0.142,137.0,195.0,0.4234
MILKU,2024C - BOTTLE LIQUID MILK 160-310ML,2024 - BOTTLE - CAN LIQUID MILK,CHILLER,1.64,3.73,1.2744,227.0,450.33,0.9838,6203.0,13846.0,1.2321,356.0,970.0,1.7247
MUJIGAE,2024C - BOTTLE LIQUID MILK 160-310ML,2024 - BOTTLE - CAN LIQUID MILK,CHILLER,1.25,1.23,-0.016,144.5,124.67,-0.1372,13604.0,13549.0,-0.004,261.0,324.0,0.2414
ALMOND BREEZE,2025A - PLANT BASED MILK 190-350ML,2025 - PLANT BASED LIQUID MILK,CHILLER,2.25,4.0,0.7778,2.0,0.67,-0.665,25875.0,45750.0,0.7681,4.0,2.0,-0.5
LACTASOY,2025A - PLANT BASED MILK 190-350ML,2025 - PLANT BASED LIQUID MILK,CHILLER,1.5,1.6,0.0667,1.0,1.67,0.67,15000.0,15780.0,0.052,2.0,5.0,1.5
NARAYA,2025A - PLANT BASED MILK 190-350ML,2025 - PLANT BASED LIQUID MILK,CHILLER,1.23,1.23,0.0,60.0,81.67,0.3612,9312.0,9439.0,0.0136,96.0,192.0,1.0
OATSIDE,2025A - PLANT BASED MILK 190-350ML,2025 - PLANT BASED LIQUID MILK,CHILLER,1.67,1.6,-0.0419,384.5,391.0,0.0169,11603.0,11196.0,-0.0351,544.0,779.0,0.432
TROPICANA,2025A - PLANT BASED MILK 190-350ML,2025 - PLANT BASED LIQUID MILK,CHILLER,1.89,1.79,-0.0529,70.0,81.0,0.1571,21571.0,20361.0,-0.0561,115.0,192.0,0.6696
V-SOY,2025A - PLANT BASED MILK 190-350ML,2025 - PLANT BASED LIQUID MILK,CHILLER,1.31,1.43,0.0916,210.5,267.67,0.2716,15259.0,15583.0,0.0212,317.0,594.0,0.8738
YEO'S,2025A - PLANT BASED MILK 190-350ML,2025 - PLANT BASED LIQUID MILK,CHILLER,1.25,1.0,-0.2,2.0,1.0,-0.5,9375.0,7500.0,-0.2,4.0,3.0,-0.25
ALMOND BREEZE,2025B - PLANT BASED MILK 1L,2025 - PLANT BASED LIQUID MILK,CHILLER,1.0,1.6,0.6,1.0,3.33,2.33,46500.0,74220.0,0.5961,2.0,8.0,3.0
LACTASOY,2025B - PLANT BASED MILK 1L,2025 - PLANT BASED LIQUID MILK,CHILLER,1.0,1.2,0.2,0.5,1.67,2.34,34500.0,40500.0,0.1739,1.0,3.0,2.0
OATSIDE,2025B - PLANT BASED MILK 1L,2025 - PLANT BASED LIQUID MILK,CHILLER,1.17,1.16,-0.0085,3.0,40.0,12.3333,37750.0,36083.0,-0.0442,6.0,97.0,15.1667
V-SOY,2025B - PLANT BASED MILK 1L,2025 - PLANT BASED LIQUID MILK,CHILLER,2.23,1.23,-0.4484,6.5,4.33,-0.3338,74192.0,40600.0,-0.4528,12.0,11.0,-0.0833
CIMORY,6212A - YOGHURT PACK,6212 - YOGHURT,CHILLER,1.39,1.27,-0.0863,116.5,95.33,-0.1817,11277.0,10510.0,-0.068,198.0,222.0,0.1212
YAKULT,6212A - YOGHURT PACK,6212 - YOGHURT,CHILLER,1.31,1.32,0.0076,870.5,875.67,0.0059,14653.0,14710.0,0.0039,1248.0,1703.0,0.3646
CIMORY,6212B - YOGHURT LIQUID 70-80G,6212 - YOGHURT,CHILLER,3.84,3.43,-0.1068,566.0,589.67,0.0418,11552.0,10279.0,-0.1102,868.0,1286.0,0.4816
KIN,6212B - YOGHURT LIQUID 70-80G,6212 - YOGHURT,CHILLER,2.54,3.56,0.4016,294.0,327.67,0.1145,11794.0,13803.0,0.1703,456.0,705.0,0.5461
CIMORY,6212C - YOGHURT LIQUID 100-330ML,6212 - YOGHURT,CHILLER,1.58,1.57,-0.0063,1125.0,1016.67,-0.0963,14466.0,14453.0,-0.0009,1698.0,2274.0,0.3392
GREENFIELDS,6212C - YOGHURT LIQUID 100-330ML,6212 - YOGHURT,CHILLER,1.26,1.27,0.0079,51.5,31.67,-0.385,12226.0,12427.0,0.0164,91.0,85.0,-0.0659
